RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity,SalesOrderID,SalesOrderDate,SalesOrderStatus,SalesAmount
East Randyfort,Marshall Islands,Maryland,New Joseph,45725,"22530 Peter Flat
Lake Christopher, DC 50778",Shaw-Lopez,Richard Henry,james59@gmail.com,001-399-749-9635x367,2020-07-17,Stage manager,Toys,Shirt,Wish wife break run small cup doctor.,858.38,52.26,1065.55,Crystal Higgins,"30265 Derrick Parks Suite 289
Lake Ericbury, WY 97348",4185.03,maddoxroberta@mcfarland.org,967.215.8608x7937,Delivered,2022-12-12,14,546.85,44,8eda54a2-36db-4016-8e08-6f3783ef15c8,2023-07-26,Returned,7655.900000000001
Port Erikmouth,Azerbaijan,Nebraska,Whitakershire,09348,"PSC 4221, Box 8895
APO AP 23316","Smith, Miles and Hendricks",Gregory Andrews,anthony26@garcia.com,343-729-4373x23726,2020-03-24,Advertising art director,Furniture,Laptop,Professional modern style.,269.06,128.34,1150.71,Brandon Johnson,"110 Katrina Tunnel Suite 902
North Michael, CO 70786",6818.7,michaellopez@cook.biz,464.029.6540,Shipped,2022-08-25,4,1360.58,93,91542550-d2e7-4045-8e5d-d9bd9b1bef62,2022-09-18,Returned,5442.32
South Dominic,Poland,Louisiana,Port Robert,24030,"6620 Joseph Square
Port Hannah, CT 70071","Freeman, Sanchez and Fletcher",Mr. Edward Bates,debraanderson@hotmail.com,2870704928,2021-11-16,Investment analyst,Clothing,Chair,Ago join follow economy four.,829.48,74.52,1486.79,Eric Whitehead,"059 Wilkinson Island
Mckaymouth, ME 37126",13579.22,lwalter@hotmail.com,135.447.2128,Delivered,2022-10-13,18,622.39,100,4ef690ed-2e74-434e-ab98-7ffd48a02a2e,2023-08-29,Completed,11203.02
Lake Amybury,Nigeria,California,East Andrew,89644,"490 Lee Expressway
Lake Nicole, NJ 17781","Stokes, Smith and Galvan",Robert Johnson,dorothy23@williamson-nguyen.com,2842573212,2019-09-17,Homeopath,Furniture,Dress,Realize remember task knowledge.,316.34,209.48,131.91,Jack Sweeney,"705 King Stravenue
New Alexismouth, IL 36284",9194.36,michael99@gmail.com,+1-791-420-1026,Shipped,2024-06-28,17,920.97,70,b2ba36da-e354-4f13-813f-16a3eb14e422,2023-08-26,Returned,15656.49
South Tonyaberg,Slovakia (Slovak Republic),Washington,Campbellfort,76150,"58482 Dean Mount Apt. 261
Erinburgh, NY 53091","Brennan, Jones and Patel",Marisa Morrison,kennedytheresa@smith.biz,(587)829-7268,2021-12-16,IT technical support officer,Toys,Blender,Official organization reflect.,847.07,15.73,1372.77,Emily Lee,"23259 Michele Prairie Apt. 228
Port Garymouth, MS 03238",14448.71,edwardtaylor@michael.com,9309145801,Shipped,2024-02-18,16,973.65,18,01f0737a-a067-4e22-b59a-d1a16f6801fd,2022-12-05,Completed,15578.4
West Maria,United States Minor Outlying Islands,Hawaii,Ramseyfurt,50163,"0665 Thomas Ways Suite 515
Vanessaville, RI 23686",Brennan-Strong,Lisa Shaffer,john96@hotmail.com,(128)553-5124x6221,2021-04-08,"Engineer, aeronautical",Electronics,Jacket,Our current identify enough money his.,848.89,180.56,1485.88,Elijah Holt,"29713 Evans Rue
Lorichester, ND 47777",2816.65,mhenderson@hotmail.com,966.693.2461,Processing,2023-11-16,18,1399.56,26,916f182f-44ce-4249-8a94-419c157c2ac6,2023-02-11,Returned,25192.079999999998
Burnettville,Libyan Arab Jamahiriya,West Virginia,South Nathan,30296,"713 Gonzales Extensions
Reneeborough, ID 93452",Hughes-Hudson,David Estrada,rubenleon@gmail.com,106.092.0753,2022-06-02,Bookseller,Toys,Toaster,Might throughout like them. Toward pay open risk.,899.99,227.98,63.33,Laura Smith,"059 Forbes Drive
Lake Kimfurt, ND 77192",8013.16,johnsoncasey@vaughn.com,867-444-5557x386,Cancelled,2023-12-24,11,1298.84,37,a9cf8bf1-5a78-4b9a-919c-af3636aee6cf,2023-09-08,Pending,14287.24
Michelleville,Argentina,Indiana,Levineland,10731,"73001 Sanders Cove Suite 290
North Aliciaville, ME 45723","Hernandez, Olson and Roberts",Victoria Tran,rodriguezroy@hotmail.com,284.162.3716x9525,2022-10-07,"Scientist, product/process development",Toys,Air Conditioner,Oil last whose discuss.,786.66,17.94,17.04,Kristi Savage,"49074 Clifford Springs
North Saraton, NV 55814",2110.91,iharris@smith-camacho.com,685.775.2244,Delivered,2023-07-03,15,592.11,34,e3c3c1e4-1358-459e-81ec-67741355ee36,2023-07-09,Returned,8881.65
Dianemouth,Norway,Georgia,Sethberg,78981,"0375 Michelle Shore
Tateshire, NE 65376",Cardenas PLC,Taylor Pham,qortiz@yahoo.com,+1-727-242-9747x784,2020-06-12,Midwife,Toys,Refrigerator,Improve travel describe seek white beyond scene.,35.24,408.4,1368.03,Jennifer King DDS,"529 Becker Road
Braunland, NJ 09877",16037.36,wadelauren@copeland-montes.biz,+1-564-414-3785x4390,Shipped,2023-01-12,17,582.84,73,a6bd6f17-c794-4714-9c4d-ae22423b1930,2023-04-13,Completed,9908.28
Mitchelltown,Libyan Arab Jamahiriya,Utah,Phillipsburgh,06820,"0611 Eric Meadows
Carterport, MS 24951",Williams Inc,Mark Goodman,russelljackson@miranda.com,162-009-6253x984,2020-06-15,Print production planner,Appliances,Doll,Maintain that fast several.,965.73,322.36,351.92,Jill Stanton,"015 Cindy Roads
Josephville, WI 75078",18524.4,scott35@smith.com,308.978.7943x4025,Shipped,2023-02-20,8,618.77,43,21aefbd8-b4c3-448a-a14a-fe0248240f66,2022-09-17,Completed,4950.16
East Catherinetown,San Marino,Hawaii,Meganborough,28067,"728 Monica Shore
Port Caitlinhaven, HI 59275",Carter PLC,Sandy Hall,carrjoshua@yahoo.com,001-805-488-7799x4810,2019-11-06,Education administrator,Appliances,Microwave,Write head him court let himself stuff.,902.77,186.43,873.85,David Graham,"Unit 9980 Box 9686
DPO AP 77605",12827.71,creyes@rodriguez.com,212.683.6277x3644,Processing,2022-08-10,20,1088.27,79,f72e5102-06c9-47ba-93a5-16312b20a0d8,2022-11-20,Completed,21765.4
West Robert,Djibouti,Iowa,Paulport,70822,"28178 Jonathon Plaza
Thomaston, KY 13552","Hancock, Barnes and Thompson",Rebecca Chavez,tammytrujillo@pineda-kim.org,001-053-079-0821x1109,2023-06-22,Restaurant manager,Furniture,Puzzle,Week year learn left short.,462.05,332.01,434.42,Gary Hughes,"6572 Alyssa Port
Wheelerstad, WA 98748",19141.06,oray@hotmail.com,7689629355,Cancelled,2023-06-30,18,1492.53,91,1d76890c-85b0-40ff-8eb2-76b86123b99a,2023-01-03,Returned,26865.54
North Monicaville,Mexico,New Jersey,Lake Alyssa,42776,"98570 Robert Island
Lake Kyle, ME 82995",Morrison and Sons,Travis Williams,xgray@gmail.com,+1-083-971-1490,2021-01-15,Administrator,Clothing,Smartphone,Responsibility simply science phone effect.,381.98,190.9,118.23,Michele Ferguson,"5938 Bryant Streets
Lake David, ID 46853",1165.72,timothy79@koch.com,+1-385-096-0757x554,Processing,2022-08-20,13,33.3,23,7f84446a-3b36-45dd-ba6e-6192bccf536e,2024-01-28,Completed,432.9
Port Leslieside,Sierra Leone,Texas,North Nathanberg,48445,"30255 Vickie Forge
East James, NH 98493",Bowman-Elliott,Terrance Harvey,julietaylor@gmail.com,758.093.6378x554,2020-06-01,Technical brewer,Toys,Board Game,Lead modern up vote.,46.69,101.2,1297.31,Mathew Henderson,"22681 Kaylee Turnpike
East Rachelhaven, VT 79105",4383.65,glennmichael@martinez-brooks.com,+1-692-742-8724x4398,Shipped,2022-11-25,18,561.08,72,82b1641d-9b49-4a9e-957e-e6ec59120b70,2022-11-13,Completed,10099.44
Johnsonville,Bermuda,Rhode Island,Jillside,10130,"6960 Amy Track Suite 063
Wolfbury, KY 74854",Ryan Inc,Travis Chan,christine47@weber.biz,+1-307-222-0510x50050,2020-02-12,"Psychologist, clinical",Electronics,Blender,Region ball car property.,672.62,342.73,1097.69,Debra Lawrence,"59406 Jonathan Fall Suite 242
Lake Loretta, RI 11256",19520.88,hooperjoseph@gmail.com,(473)506-6644x22125,Processing,2022-10-04,2,372.45,54,82613623-cb91-42df-bf72-904f701c0d93,2024-02-15,Pending,744.9
Lake Lindseyhaven,Heard Island and McDonald Islands,Rhode Island,Rogermouth,34504,"4164 Katelyn Park Apt. 080
West Mary, MN 40220","Howell, Pittman and Jones",Amanda Spears,matthew79@yahoo.com,001-109-568-7922,2020-05-24,Architect,Clothing,Puzzle,Century meeting table tell camera method.,299.95,443.74,435.77,Melanie Williamson,"151 Anderson Turnpike Apt. 182
Thomasfort, VT 90691",9442.06,christinahenderson@morris.com,988-307-7625x88299,Delivered,2022-07-15,9,264.73,35,11f82d1a-79cc-43f4-b0f6-c33bfbd424fb,2023-07-03,Completed,2382.57
Schmidtberg,Niue,New Jersey,Castilloshire,71666,"11837 Gibbs Burgs
Sheilaton, SC 79119","Vaughn, Adams and Hayes",Mark Rodriguez,bellpatricia@wang-kelley.com,6270708282,2020-02-25,"Administrator, sports",Clothing,Tablet,Get fund heavy against might professional into.,213.51,143.57,965.94,Michael Ball,"41867 Gonzalez Mount Suite 351
East Luis, MT 13451",1077.4,robert25@baker.com,172-374-7809,Processing,2023-06-01,3,857.07,79,84e45ef8-897d-4ec1-86c9-7c267971908b,2023-11-24,Returned,2571.21
Madelinetown,Venezuela,Washington,Port Crystalshire,26691,"1560 Olivia Track Apt. 679
Lake Angela, TN 27765",Warren-Gonzalez,Sheri Brown,jeffreyanderson@fowler.org,053-571-9776,2022-09-03,Acupuncturist,Toys,Lego Set,Training method outside front beat friend.,120.09,158.95,1133.97,Emily Anderson,"PSC 4112, Box 4125
APO AA 63497",14462.96,ksmith@bradshaw-nelson.info,620.500.3624x3535,Shipped,2023-07-15,15,1114.37,33,19845e60-70c9-48a0-9388-949246fe6739,2024-01-29,Returned,16715.55
Christopherside,Botswana,Wisconsin,East Lauraton,11027,"728 Erin Islands
East Mary, CO 87317","Lee, Stewart and Harrison",Jeremy Wells,cameron84@gmail.com,3971390082,2022-12-01,"Engineer, civil (contracting)",Electronics,Bed,Vote attorney push too bad. Court summer subject.,251.07,108.19,989.92,Jeffery Wall,"451 Perry Vista
South Michael, DE 58154",9857.4,schroedernathan@hotmail.com,(408)718-8268x12624,Delivered,2024-02-16,7,684.0,91,87d2cdab-3cdc-4f82-9dda-ad9d448cdf4c,2024-06-27,Completed,4788.0
Lindaport,Eritrea,Pennsylvania,Harrisborough,27813,"7364 Bridges Run Suite 754
West Deannaville, OH 35530",Sanchez PLC,Heather Cook,samuelsharp@hotmail.com,+1-505-385-7622x187,2020-02-28,Materials engineer,Furniture,Microwave,When tax blue his job. Various now bag.,429.92,194.95,156.59,Kelsey Ortiz,"39216 Fletcher Passage
Marcusfort, DC 32336",17547.84,yfloyd@berry.info,001-487-258-2582x467,Cancelled,2022-10-01,16,366.69,18,3420d90c-141a-486f-8fc8-7da9d7b9a361,2024-05-06,Returned,5867.04
Samanthaberg,Serbia,Wisconsin,Webbland,86677,"356 Robinson Brooks
Kimberlyfurt, IN 04548",Bennett and Sons,Theresa Marquez,lauraenglish@hobbs.info,927.001.8178x734,2019-10-06,Management consultant,Electronics,Puzzle,Sea particular require political.,91.7,470.81,1053.55,George Sheppard,"23906 Kevin Views
Michaelport, MI 64930",12834.92,reesejeffrey@yahoo.com,(132)423-8789,Delivered,2023-03-15,4,1328.35,73,e0df929f-cab7-4b8d-9144-e186b0e2e7af,2024-05-29,Returned,5313.4
South Joseph,Ethiopia,Alaska,Adrianshire,30990,"251 Samuel Centers Apt. 972
North Cassandraland, FL 76309",Underwood LLC,Brianna Rodriguez,mark02@hotmail.com,556.556.6214,2022-04-19,Holiday representative,Furniture,T-Shirt,Arm often artist also environment wear prevent.,831.03,250.09,1204.12,Brenda Perez,"7857 Melanie Lodge
Morganshire, MN 30807",13433.41,thomasrodriguez@jordan.net,548-325-3946x66896,Cancelled,2022-11-04,13,1079.93,78,810bf32b-a93e-44a8-bbf6-a029ac1d69ed,2022-08-14,Returned,14039.09
Port Teresamouth,Togo,Maine,Wrightland,30645,"16245 Jessica Fork
Robertfort, KY 15999",Clark PLC,Jeffrey Goodman,ssmith@yahoo.com,1343584747,2022-08-18,Fast food restaurant manager,Clothing,Lego Set,To look choose media matter care budget.,591.85,321.93,537.17,Robert Crawford,"23948 Amanda Pike
Deannaberg, DE 22759",14130.78,christopherdavis@gmail.com,001-956-129-6563x504,Delivered,2023-08-29,4,430.22,17,02789560-7843-4974-8cc4-c359bb995135,2024-06-15,Completed,1720.88
Youngfort,Albania,Connecticut,Lake Teresa,06187,"4199 Jordan Groves
New Nicole, MT 23531",Miller LLC,Jade Robinson,frankanthony@baker.com,+1-316-464-3242x387,2023-08-29,"Therapist, drama",Toys,Action Figure,With whether community pull help.,254.41,38.35,1160.93,Eric Cooper,"4049 Dorsey Forks
New Tiffany, NH 47679",2959.56,jeffery58@gmail.com,(314)401-2382x703,Processing,2024-07-09,15,209.86,50,077534b1-0699-450e-b461-fbb3c95ee795,2023-09-01,Pending,3147.9
Jessicafort,Myanmar,Mississippi,South Jessicamouth,66823,"6347 Daniel Garden
New John, CT 77617",Ramsey-Wilson,Jesse Ellis,leslieanderson@yahoo.com,+1-499-288-9589x93298,2021-03-18,Economist,Appliances,Puzzle,Over very product.,609.38,351.11,947.03,Lauren Hardy,"9076 Catherine Ports Suite 556
New Jasonborough, WA 81834",9478.56,cgreen@hernandez.com,001-394-782-6799x02178,Processing,2022-11-06,13,292.32,68,ddab8e7d-34e9-4562-8ed3-61c42a45c228,2023-02-23,Returned,3800.16
West Derek,Canada,Kansas,North Michaelstad,09128,"74515 Gilmore Coves Apt. 933
Timothymouth, PA 86030",Medina-Barr,Anthony Wilson,amy77@hotmail.com,001-440-875-4172,2023-06-04,Public librarian,Toys,Blender,Suddenly military my interesting return station.,577.64,404.74,657.62,Nicholas Henderson,"4630 Andrew Villages
Morenoburgh, LA 74321",551.46,aarontorres@avila.info,445-667-2034x14474,Cancelled,2022-10-10,19,191.71,38,5d48ebe2-f816-43a0-b4a1-28901e501f20,2022-10-07,Returned,3642.4900000000002
Ellenberg,Tanzania,Illinois,East John,96675,"63453 Jesse Well Suite 982
Fisherborough, AR 52563","Williams, Blake and Graves",Robert Lopez,timothybryant@lyons-reed.org,(825)502-4309,2022-08-03,Occupational hygienist,Clothing,Bed,Occur believe apply head.,881.97,350.27,1132.24,Cassandra Pruitt,"870 Benson Light
Port Anthonyberg, ME 68703",11681.39,alicia19@evans.net,+1-417-268-0582x0705,Delivered,2024-01-12,3,482.39,18,7fefe6ff-5628-4122-a1d9-a7b14e2485ee,2023-09-07,Returned,1447.17
Mackenziechester,Central African Republic,Alaska,Steinton,28674,"6473 Christopher Corner Suite 175
East Heather, CT 56395","Perkins, Wilson and Pollard",Trevor Rivers,jonathan86@thomas.com,(869)292-6293x38754,2022-11-17,"Journalist, magazine",Clothing,Tablet,Camera whatever no off offer pretty.,352.44,354.16,340.39,Joseph Powers,"846 Smith Valley
Davidview, PA 99184",984.85,uwhitney@yahoo.com,001-155-581-4234x519,Delivered,2022-12-16,19,653.06,77,3a4e5882-0074-49f6-93de-83ef29d66657,2024-01-27,Returned,12408.14
Shaneside,Poland,Utah,North Emmatown,74115,"91094 Woodward Inlet
Brandonport, DE 48574",Wilson LLC,Paul Berg,wcaldwell@yahoo.com,+1-078-506-4619x74057,2020-10-02,"Engineer, production",Toys,Blender,Fly guess authority.,782.18,452.14,596.21,Robert Christian,"70780 Carter Neck Apt. 637
Port Marc, UT 19857",16219.71,cindy35@boyd.biz,+1-411-949-6867,Shipped,2023-06-17,10,109.08,87,ae3908a7-9b4c-494e-bde4-e20590c98d9c,2022-08-04,Pending,1090.8
Port Kimberlyfurt,Guadeloupe,Utah,Lake Heather,88758,"5346 Case Wells
Wiseview, CA 17106",Roy and Sons,Colleen Mcbride,nguyenbryan@yahoo.com,(061)102-9025,2021-11-30,Tax adviser,Furniture,Chair,Live plan serve beyond why also morning.,262.73,273.57,377.42,Connie Warren,"9069 Danielle Common Suite 876
Port Kayla, IN 70116",7050.65,ugaines@yahoo.com,001-930-250-2647x2187,Shipped,2022-12-10,4,483.11,20,e4ba0427-8256-4024-a0e5-cb976d1c770e,2022-11-03,Pending,1932.44
West Alexandraland,Lebanon,Texas,West Joseph,29156,"41914 Robert Wall Apt. 644
Jacksonshire, DE 61247",Bautista-Higgins,Chad Baker,emily84@brown.com,+1-693-339-2956x334,2024-05-28,Regulatory affairs officer,Furniture,Refrigerator,Firm feel nation give.,351.15,10.65,1149.6,Teresa Olsen,"60028 Sharon River Suite 479
Yateschester, UT 03142",18653.79,vdavis@edwards.info,(990)249-1752,Delivered,2022-11-20,16,1272.9,21,0fdc0142-e422-4e47-8cf0-cea466959dfa,2023-08-23,Pending,20366.4
Edwardmouth,Cameroon,Connecticut,West Bradley,12202,"17492 Smith Via Suite 684
New Wendy, TX 28322",Jackson-Gray,Chad Jones,matthewjenkins@hotmail.com,6155472122,2021-06-27,"Geologist, wellsite",Electronics,Smartphone,Stand around knowledge others over draw.,664.45,431.85,28.67,Kelly White,"9831 Pham Stream Suite 042
South Henrymouth, PA 02014",10376.9,amanda51@gmail.com,(250)941-0801x58831,Processing,2023-01-03,19,49.52,68,1ca97bd6-d27f-42a4-bf4c-04604dced188,2024-01-31,Returned,940.8800000000001
New Steven,Tokelau,Missouri,Port Andreamouth,06155,"870 Jordan Stream
Jacksonside, AK 94503","Grant, Hood and Hughes",Larry Cherry,malonemichael@norman.com,(489)633-1328x1956,2019-08-02,Armed forces operational officer,Furniture,Sofa,West reflect color everything ever.,800.51,193.56,294.87,John Whitney,"153 Cynthia Valleys
Brianville, AZ 97864",11233.66,martinezlaura@yahoo.com,001-895-586-1133x81586,Delivered,2022-07-31,3,110.09,25,15dc5c96-66d2-45dc-b633-7926a260c730,2024-06-25,Returned,330.27
West Hannahfurt,Tokelau,Missouri,South Cliffordbury,82605,"265 Rangel Road
Brownborough, AZ 23222",Black PLC,Joseph Gonzalez,tina92@gmail.com,001-887-857-4449x54571,2024-03-29,Toxicologist,Furniture,Cabinet,Risk discussion be series race also.,376.76,321.46,759.4,Julie West,"485 Megan Meadows
Mcdanielview, NY 37909",4067.99,burgessheather@yahoo.com,239-804-6910x42975,Shipped,2023-11-30,20,1451.25,18,7283808a-e10c-4f3e-8af4-c1a9d67d1def,2023-05-13,Completed,29025.0
Lake Gilbert,Nicaragua,Massachusetts,Martinezville,83410,"1773 Richard Forges
Rosestad, NH 20840",Montgomery-Carson,Brendan Meyers,samanthahenderson@wu.com,078-947-8872,2019-10-25,Brewing technologist,Furniture,Smartphone,Song green technology fact pass.,479.77,329.04,195.23,Joel Johnson,"85559 Hernandez Route
Cooperbury, UT 14290",15815.94,stuart31@andrews.com,+1-217-001-5899,Processing,2024-06-10,1,971.63,85,8527ecbd-b57c-44c5-887a-10bb6ad084cd,2023-11-19,Returned,971.63
North Scottborough,Somalia,Iowa,West Danielle,29036,"6265 Samantha Lodge Apt. 748
Glennland, VA 05904",Thompson Group,Terrence Oneal,omullins@taylor-hernandez.biz,(353)165-4951x31656,2022-03-20,"Development worker, community",Toys,Laptop,Black boy race particular or care.,691.53,205.76,1296.16,Grant Moreno,"0940 Johnson Orchard
South Danielberg, OK 65790",1920.3,lopezwilliam@thompson.biz,959.065.1850,Shipped,2023-01-30,10,247.91,63,1fe6aa31-c546-4abf-9f1d-32e5ac59b5d1,2022-08-19,Returned,2479.1
Janicestad,India,Maine,Dennisshire,26765,"3374 Mcdonald Drives Apt. 580
Briggsside, OH 85467","Baird, Murray and James",Justin Black,stephen19@gmail.com,+1-483-000-7536x8073,2021-02-20,Music tutor,Appliances,Puzzle,Decide carry mind medical.,880.06,451.95,153.46,Jessica Taylor,"637 Marcus Estates
Lake Jamesview, OK 90496",4418.7,jyoung@yahoo.com,(933)249-0603,Cancelled,2022-08-01,8,1029.82,58,8af16c2f-6e1c-410a-a64d-1270e310e432,2023-06-23,Pending,8238.56
West Kristen,Azerbaijan,California,Markmouth,58386,"269 Riggs Club
Coreyview, NC 85101","Mendez, Young and Mckinney",Deanna Chan,lisa53@gutierrez-friedman.com,001-186-919-8214x44668,2023-02-27,Proofreader,Appliances,Headphones,Now to provide become card finish there others.,532.31,123.18,30.36,David Kemp,"1110 Mcgrath Stravenue Apt. 373
Keithfort, CO 50926",11077.39,erinnichols@edwards.com,(761)123-0967,Processing,2024-01-17,18,1448.14,23,0df6c504-4d9b-433e-9b20-bc817bf90db5,2024-02-05,Returned,26066.52
Colemanbury,Norfolk Island,Mississippi,Haleybury,41896,"553 Kim Parkways
South Jennifershire, DC 51462",Ramos Ltd,David Castillo,tdiaz@gmail.com,+1-008-742-4638,2019-12-28,Warden/ranger,Furniture,Air Conditioner,Third capital determine move begin.,597.58,70.09,406.87,Nicole Flores MD,"8356 Porter Path
Valenzuelaport, IL 94610",16392.81,michaelmoyer@yahoo.com,386-355-0349x761,Cancelled,2023-01-15,13,1267.01,25,d1f9ecc7-e11d-462c-b6a5-c17eed6df683,2023-02-22,Returned,16471.13
East Benjaminville,Bahamas,Louisiana,Juliestad,31392,"PSC 4668, Box 4948
APO AA 95536",Barnett LLC,Christina Nelson,derrickmiller@jimenez-clark.org,128.911.8988,2019-10-26,Medical physicist,Electronics,Refrigerator,Until home long each occur choose without nice.,138.0,368.15,922.2,Marvin Gutierrez,"37423 Curtis Walk
Lunaville, SC 40877",12703.49,hphillips@yahoo.com,001-846-256-6912,Cancelled,2022-11-18,16,353.77,39,bba32733-568a-4c58-8afe-5b91396612f8,2023-09-22,Completed,5660.32
Russelltown,Bhutan,Iowa,Timside,66295,"65526 Kelsey Bypass
Shannonview, ME 19664","Williams, Clayton and Beck",Cameron Price,xvaughan@cruz.com,+1-201-485-6972,2024-06-06,Forensic scientist,Electronics,Bed,Improve case hear ever.,251.44,68.68,802.09,Thomas Arnold,"416 Nicole Points
Patrickmouth, KY 38560",10363.48,graymond@bauer-swanson.com,001-886-027-0103x602,Shipped,2023-01-25,16,1189.52,82,7a6d0b96-fede-46c7-8ede-aba023f9bc74,2023-04-18,Returned,19032.32
Lake Michaelborough,Sweden,Virginia,New Williammouth,16134,"2111 Douglas Lane Suite 183
Bryantmouth, OH 06813",Savage Group,Cody Williams,jacob03@hotmail.com,(929)432-8164x7893,2024-04-03,"Research officer, political party",Electronics,Jeans,These nice focus act continue past market.,84.81,38.37,1351.31,David Hardy,"92339 Jonathan Causeway Suite 657
Hannahtown, WY 60015",11116.25,christophercarter@gardner-mcbride.com,1683190327,Processing,2023-09-10,18,1439.44,89,eb14dac2-4a95-4b75-aeae-f2878efb8ee6,2023-12-17,Returned,25909.920000000002
Kirbyfort,Latvia,Alaska,New Curtis,23048,"6242 Meyer Drives Suite 673
Andrewland, UT 29660","Ramirez, Diaz and Combs",Sean Gray,stevenmason@turner.biz,188-367-8676,2020-10-08,Acupuncturist,Clothing,Lego Set,Per they human charge beat control forward.,811.08,368.39,607.11,April Thomas,"712 Gonzalez Port
West Stacyside, NV 23696",5739.6,foleysamantha@hotmail.com,001-048-090-5504x016,Delivered,2023-01-07,3,744.35,30,82ba1d9d-b50c-4acb-9b48-8041d2dc7078,2024-05-10,Pending,2233.05
Alexandraport,Svalbard & Jan Mayen Islands,Nevada,New Adam,80453,"849 Adams Stravenue
West Mirandabury, LA 48226",Durham-Wright,Anne Campos,roachsusan@hotmail.com,622-171-3966x1951,2021-12-08,"Therapist, music",Furniture,Shirt,Police garden finally there task make simply.,45.68,115.15,1401.53,Derek Eaton,"513 White Branch Suite 544
Lake Mary, CA 12264",11868.75,patrickhall@hotmail.com,+1-023-647-6185x33443,Processing,2023-04-29,13,160.97,70,a61258fb-7e15-419d-9ec7-fb5e89865a9a,2024-06-24,Returned,2092.61
Port Ariana,Indonesia,Massachusetts,East Benjamin,18406,"46411 Rita Flat
Zavalastad, OR 21828",Knight and Sons,Caitlyn Newton,longshawn@hotmail.com,986.965.9064x4672,2020-08-01,Museum/gallery conservator,Appliances,Action Figure,Action rather rate.,49.73,334.62,510.53,Crystal Johnson,"07489 Mitchell Ways Apt. 617
Port Dawn, ME 49334",19557.45,amy93@hotmail.com,(096)112-3385,Cancelled,2023-01-12,17,1334.11,28,cec91528-404a-44a0-85fe-30d0c7cd4825,2023-11-15,Pending,22679.87
North Haley,Chad,Delaware,Lake Edwinland,89028,"96949 Joseph Glens Apt. 679
Ricardofurt, DC 17344",Foster-Smith,Richard Palmer,cory22@davis-olson.com,751.838.4717x9320,2020-10-14,"Scientist, research (maths)",Clothing,Microwave,Heavy front parent modern trade perhaps.,526.32,167.08,1405.87,Lauren Tyler,"41084 Andrew Streets Apt. 996
Port Karen, MT 04966",8376.34,jessicawilson@yahoo.com,395.130.9064x80463,Shipped,2023-01-15,8,83.85,21,4faa9dc6-a921-4b5e-aea2-0f4b1494d2b6,2023-03-20,Pending,670.8
Lake Kaitlynbury,Saint Barthelemy,Maine,Lopezstad,06027,"1167 Marissa Parks Suite 441
Justinville, FL 92158",Hobbs-Smith,Megan Henson,frodriguez@yahoo.com,659.001.3466,2021-02-05,Ceramics designer,Furniture,Tablet,Present wrong degree between body.,595.69,353.58,225.12,Lauren Dixon,"Unit 6549 Box 6316
DPO AE 31413",7810.96,frankamanda@gmail.com,896.047.2052x25983,Shipped,2023-07-09,10,425.9,31,ecb315f5-2f36-4d90-b213-eff310e85fe1,2023-06-16,Completed,4259.0
Port Timothyshire,Gibraltar,Minnesota,Ryanmouth,92479,"05772 Holt Passage Suite 242
Lake Andrebury, IL 15489","Mcclain, Steele and Warren",Joanna Perry,ralph18@smith.org,+1-365-684-3745,2022-11-01,"Production designer, theatre/television/film",Furniture,Cabinet,Project democratic science. Affect act risk Mr.,248.99,52.85,1404.15,Beverly Watts,"43786 Rangel Spur Suite 201
Torresbury, TN 37298",1521.36,john16@yahoo.com,001-220-871-9965,Delivered,2023-12-13,9,299.67,89,3b7ec01a-2f24-4d52-9d15-4ac06abf3d61,2022-07-31,Returned,2697.03
Goodmanstad,Central African Republic,Kansas,North Andrea,24894,"22267 Perkins Unions Suite 955
Smithmouth, AZ 72118",Blake-Christian,Stephanie Martin,williamsscott@yahoo.com,346-723-3212x31119,2023-09-08,Press sub,Electronics,Doll,Buy character skin property statement movie.,291.3,381.8,612.09,Mr. Thomas Trevino,"20832 Ronald Expressway Apt. 649
Lake Dylanside, DC 99884",15342.95,trevorthompson@yahoo.com,(957)714-7305x09154,Cancelled,2023-05-28,2,977.62,100,6422cb78-6927-45ba-b1ba-45529a44c958,2023-02-02,Pending,1955.24
Stevensville,Finland,Oregon,East Cassidy,08838,"312 Lauren Road Apt. 693
Nicholsonstad, NY 66487",Brennan LLC,Katherine Terry,gardnerellen@johnson-collier.com,001-514-042-9078x6380,2021-07-31,Dietitian,Toys,Doll,Turn remember his allow soon while could east.,929.72,176.08,959.54,Eric Burns,"PSC 5847, Box 0096
APO AE 87450",19681.87,harrisamy@leonard.com,001-595-603-1246x3506,Processing,2023-09-16,1,935.13,44,2f3e76e9-0be6-4390-b918-6f22e41b4210,2023-07-25,Completed,935.13
